Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Price Date,Modal Price (Rs./kg),Min Price ,Max price
1492,Nashik,Nasik,Banana,Khandesh,Local,900,2000,13-May-25,15,9,20
1493,Nashik,Nasik,Banana,Khandesh,Local,900,2000,4-Apr-25,15,9,20
1494,Nashik,Nasik,Banana,Khandesh,Local,900,1900,20-Sep-24,15,9,19
1495,Nashik,Nasik,Banana,Khandesh,Local,900,1900,30-Nov-24,15,9,19
1496,Nashik,Nasik,Banana,Khandesh,Local,900,2000,24-May-25,15,9,20
1497,Nashik,Nasik,Banana,Khandesh,Local,900,2000,3-Jan-25,15,9,20
1498,Nashik,Nasik,Banana,Khandesh,Local,900,1900,11-Dec-24,15,9,19
1499,Nashik,Nasik,Banana,Khandesh,Local,900,1900,24-Sep-24,15,9,19
1500,Nashik,Nasik,Banana,Khandesh,Local,900,2000,27-Jul-25,15,9,20
1501,Nashik,Nasik,Banana,Khandesh,Local,900,2000,8-Mar-25,15,9,20
1502,Nashik,Nasik,Banana,Khandesh,Local,900,2000,7-Jul-25,15,9,20
1503,Nashik,Nasik,Banana,Khandesh,Local,900,1900,24-Oct-24,15,9,19
1504,Nashik,Nasik,Banana,Khandesh,Local,900,2000,29-Jan-25,15,9,20
1505,Nashik,Nasik,Banana,Khandesh,Local,900,2000,10-Jun-25,15,9,20
1506,Nashik,Nasik,Banana,Khandesh,Local,900,2000,14-Mar-25,15,9,20
1507,Nashik,Nasik,Banana,Khandesh,Local,900,1900,21-Sep-24,15,9,19
1508,Nashik,Nasik,Banana,Khandesh,Local,900,2000,9-Jun-25,15,9,20
1509,Nashik,Nasik,Banana,Khandesh,Local,900,2000,24-Jan-25,15,9,20
1510,Nashik,Nasik,Banana,Khandesh,Local,900,2000,14-Feb-25,15,9,20
1511,Nashik,Nasik,Banana,Khandesh,Local,900,2000,1-Feb-25,15,9,20
1512,Nashik,Nasik,Banana,Khandesh,Local,900,2000,31-Dec-24,15,9,20
1513,Nashik,Nasik,Banana,Khandesh,Local,900,2000,4-Jun-25,15,9,20
1514,Nashik,Nasik,Banana,Khandesh,Local,900,2000,21-Mar-25,15,9,20
1515,Nashik,Nasik,Banana,Khandesh,Local,900,2000,7-Mar-25,15,9,20
1516,Nashik,Nasik,Banana,Khandesh,Local,900,2000,7-May-25,15,9,20
1517,Nashik,Nasik,Banana,Khandesh,Local,900,2000,8-Jun-25,15,9,20
1518,Nashik,Nasik,Banana,Khandesh,Local,900,2000,6-Jan-25,15,9,20
1519,Nashik,Nasik,Banana,Khandesh,Local,900,2000,25-Mar-25,15,9,20
1520,Nashik,Nasik,Banana,Khandesh,Local,900,1900,18-Sep-24,15,9,19
1521,Nashik,Nasik,Banana,Khandesh,Local,900,2000,29-May-25,15,9,20
1522,Nashik,Nasik,Banana,Khandesh,Local,900,2000,1-Jun-25,15,9,20
1523,Nashik,Nasik,Banana,Khandesh,Local,900,2000,26-Jun-25,15,9,20
1524,Nashik,Nasik,Banana,Khandesh,Local,900,2000,9-May-25,15,9,20
1525,Nashik,Nasik,Banana,Khandesh,Local,900,2000,12-May-25,15,9,20
1526,Nashik,Nasik,Banana,Khandesh,Local,900,1900,12-Oct-24,15,9,19
1527,Nashik,Nasik,Banana,Khandesh,Local,900,1900,10-Nov-24,15,9,19
1528,Nashik,Nasik,Banana,Khandesh,Local,900,2000,16-Jul-25,15,9,20
1529,Nashik,Nasik,Banana,Khandesh,Local,900,2000,23-Jul-25,15,9,20
1530,Nashik,Nasik,Banana,Khandesh,Local,900,1900,11-Oct-24,15,9,19
1531,Nashik,Nasik,Banana,Khandesh,Local,900,2000,6-Mar-25,15,9,20
1532,Nashik,Nasik,Banana,Khandesh,Local,900,2000,7-Feb-25,15,9,20
1533,Nashik,Nasik,Banana,Khandesh,Local,900,2000,10-Jul-25,15,9,20
1534,Nashik,Nasik,Banana,Khandesh,Local,900,2000,9-Jan-25,15,9,20
1535,Nashik,Nasik,Banana,Khandesh,Local,900,2000,21-Apr-25,15,9,20
1536,Nashik,Nasik,Banana,Khandesh,Local,900,2000,29-Jun-25,15,9,20
1537,Nashik,Nasik,Banana,Khandesh,Local,900,2000,4-May-25,15,9,20
1538,Nashik,Nasik,Banana,Khandesh,Local,900,1900,6-Oct-24,15,9,19
1539,Nashik,Nasik,Banana,Khandesh,Local,900,2000,23-Mar-25,15,9,20
1540,Nashik,Nasik,Banana,Khandesh,Local,900,1900,12-Nov-24,15,9,19
1541,Nashik,Nasik,Banana,Khandesh,Local,900,2000,22-Jun-25,15,9,20
1542,Nashik,Nasik,Banana,Khandesh,Local,900,2000,28-Mar-25,15,9,20
1543,Nashik,Nasik,Banana,Khandesh,Local,900,2000,11-Apr-25,15,9,20
1544,Nashik,Nasik,Banana,Khandesh,Local,900,1900,5-Sep-24,15,9,19
1545,Nashik,Nasik,Banana,Khandesh,Local,900,1900,28-Sep-24,15,9,19
1546,Nashik,Nasik,Banana,Khandesh,Local,900,2000,30-May-25,15,9,20
1547,Nashik,Nasik,Banana,Khandesh,Local,900,1900,16-Sep-24,15,9,19
1548,Nashik,Nasik,Banana,Khandesh,Local,900,1900,6-Sep-24,15,9,19
1549,Pune,Pune,Banana,Other,Local,500,1300,15-Apr-25,9,5,13
1550,Pune,Pune,Banana,Other,Local,500,1300,26-Feb-25,9,5,13
1551,Pune,Pune,Banana,Other,Local,500,1300,28-Apr-25,9,5,13
1552,Pune,Pune,Banana,Other,Local,500,1500,1-Apr-25,10,5,15
1553,Pune,Pune,Banana,Other,Local,500,1500,2-Apr-25,10,5,15
1554,Pune,Pune,Banana,Other,Local,500,1500,2-May-25,10,5,15
1555,Pune,Pune,Banana,Other,Local,500,1500,3-Apr-25,10,5,15
1556,Pune,Pune,Banana,Other,Local,500,1500,4-Apr-25,10,5,15
1557,Pune,Pune,Banana,Other,Local,500,1500,4-Mar-25,10,5,15
1558,Pune,Pune,Banana,Other,Local,500,1500,4-May-25,10,5,15
1559,Pune,Pune,Banana,Other,Local,500,1500,5-May-25,10,5,15
1560,Pune,Pune,Banana,Other,Local,500,1500,6-Apr-25,10,5,15
1561,Pune,Pune,Banana,Other,Local,500,1500,9-Jul-25,10,5,15
1562,Pune,Pune,Banana,Other,Local,500,1500,10-Apr-25,10,5,15
1563,Pune,Pune,Banana,Other,Local,500,1500,10-Jul-25,10,5,15
1564,Pune,Pune,Banana,Other,Local,500,1500,11-Apr-25,10,5,15
1565,Pune,Pune,Banana,Other,Local,500,1500,11-Jul-25,10,5,15
1566,Pune,Pune,Banana,Other,Local,500,1500,12-May-25,10,5,15
1567,Pune,Pune,Banana,Other,Local,500,1500,13-Apr-25,10,5,15
1568,Pune,Pune,Banana,Other,Local,500,1500,13-Feb-25,10,5,15
1569,Pune,Pune,Banana,Other,Local,500,1500,13-Jul-25,10,5,15
1570,Pune,Pune,Banana,Other,Local,500,1500,14-Apr-25,10,5,15
1571,Pune,Pune,Banana,Other,Local,500,1500,14-Feb-25,10,5,15
1572,Pune,Pune,Banana,Other,Local,500,1500,14-Jul-25,10,5,15
1573,Pune,Pune,Banana,Other,Local,500,1500,15-May-25,10,5,15
1574,Pune,Pune,Banana,Other,Local,500,1500,16-Apr-25,10,5,15
1575,Pune,Pune,Banana,Other,Local,500,1500,16-May-25,10,5,15
1576,Pune,Pune,Banana,Other,Local,500,1500,17-Apr-25,10,5,15
1577,Pune,Pune,Banana,Other,Local,500,1500,18-Apr-25,10,5,15
1578,Pune,Pune,Banana,Other,Local,500,1500,18-May-25,10,5,15
1579,Pune,Pune,Banana,Other,Local,500,1500,19-Jun-25,10,5,15
1580,Pune,Pune,Banana,Other,Local,500,1500,19-May-25,10,5,15
1581,Pune,Pune,Banana,Other,Local,500,1500,20-Jun-25,10,5,15
1582,Pune,Pune,Banana,Other,Local,500,1500,20-May-25,10,5,15
1583,Pune,Pune,Banana,Other,Local,500,1500,21-May-25,10,5,15
1584,Pune,Pune,Banana,Other,Local,500,1500,22-Apr-25,10,5,15
1585,Pune,Pune,Banana,Other,Local,500,1500,22-Jun-25,10,5,15
1586,Pune,Pune,Banana,Other,Local,500,1500,22-May-25,10,5,15
1587,Pune,Pune,Banana,Other,Local,500,1500,23-Jun-25,10,5,15
1588,Pune,Pune,Banana,Other,Local,500,1500,23-May-25,10,5,15
1589,Pune,Pune,Banana,Other,Local,500,1500,25-Apr-25,10,5,15
1590,Pune,Pune,Banana,Other,Local,500,1500,25-Jun-25,10,5,15
1591,Pune,Pune,Banana,Other,Local,500,1500,26-Jun-25,10,5,15
1592,Pune,Pune,Banana,Other,Local,500,1500,26-May-25,10,5,15
1593,Pune,Pune,Banana,Other,Local,500,1500,27-Feb-25,10,5,15
1594,Pune,Pune,Banana,Other,Local,500,1500,27-Jun-25,10,5,15
1595,Pune,Pune,Banana,Other,Local,500,1500,27-Mar-25,10,5,15
1596,Pune,Pune,Banana,Other,Local,500,1500,27-May-25,10,5,15
1597,Pune,Pune,Banana,Other,Local,500,1500,28-Feb-25,10,5,15
1598,Pune,Pune,Banana,Other,Local,500,1500,29-Apr-25,10,5,15
1599,Pune,Pune,Banana,Other,Local,500,1500,29-Jun-25,10,5,15
1600,Pune,Pune,Banana,Other,Local,500,1500,30-Apr-25,10,5,15
1601,Pune,Pune,Banana,Other,Local,500,1500,30-Jun-25,10,5,15
1602,Pune,Pune,Banana,Other,Local,500,1600,10-Jun-25,10,5,16
1603,Pune,Pune,Banana,Other,Local,500,1600,16-Jul-25,10,5,16
1604,Pune,Pune,Banana,Other,Local,500,1600,15-Jul-25,11,5,16
1605,Pune,Pune,Banana,Other,Local,500,1600,20-Apr-25,11,5,16
1606,Pune,Pune,Banana,Other,Local,500,1700,6-Jun-25,11,5,17
1607,Pune,Pune,Banana,Other,Local,500,1700,9-Jun-25,11,5,17
1608,Pune,Pune,Banana,Other,Local,500,1700,11-Jun-25,11,5,17
1609,Pune,Pune,Banana,Other,Local,500,1700,12-Jun-25,11,5,17
1610,Pune,Pune,Banana,Other,Local,500,1700,15-Jun-25,11,5,17
1611,Pune,Pune,Banana,Other,Local,500,1700,16-Jun-25,11,5,17
1612,Pune,Pune,Banana,Other,Local,500,1700,17-Jun-25,11,5,17
1613,Pune,Pune,Banana,Other,Local,500,1700,23-Apr-25,11,5,17
1614,Pune,Pune,Banana,Other,Local,500,1700,24-Apr-25,11,5,17
1615,Pune,Pune,Banana,Other,Local,500,1800,18-Jun-25,11,5,18
1616,Pune,Pune,Banana,Other,Local,500,2000,1-Jul-25,12,5,20
1617,Pune,Pune,Banana,Other,Local,500,2000,2-Mar-25,12,5,20
1618,Pune,Pune,Banana,Other,Local,500,2000,3-Jul-25,12,5,20
1619,Pune,Pune,Banana,Other,Local,500,2000,3-Jun-25,12,5,20
1620,Pune,Pune,Banana,Other,Local,500,2000,3-Mar-25,12,5,20
1621,Pune,Pune,Banana,Other,Local,500,2000,5-Jun-25,12,5,20
1622,Pune,Pune,Banana,Other,Local,500,2000,5-Mar-25,12,5,20
1623,Pune,Pune,Banana,Other,Local,500,2000,6-May-25,12,5,20
1624,Pune,Pune,Banana,Other,Local,500,2000,7-Apr-25,12,5,20
1625,Pune,Pune,Banana,Other,Local,500,2000,7-Jul-25,12,5,20
1626,Pune,Pune,Banana,Other,Local,500,2000,7-May-25,12,5,20
1627,Pune,Pune,Banana,Other,Local,500,2000,8-Apr-25,12,5,20
1628,Pune,Pune,Banana,Other,Local,500,2000,8-May-25,12,5,20
1629,Pune,Pune,Banana,Other,Local,500,2000,9-Apr-25,12,5,20
1630,Pune,Pune,Banana,Other,Local,500,2000,9-May-25,12,5,20
1631,Pune,Pune,Banana,Other,Local,500,2000,11-May-25,12,5,20
1632,Pune,Pune,Banana,Other,Local,500,2000,13-Jun-25,12,5,20
1633,Pune,Pune,Banana,Other,Local,500,2000,25-May-25,12,5,20
1634,Pune,Pune,Banana,Other,Local,500,2000,29-May-25,12,5,20
1635,Pune,Pune,Banana,Other,Local,500,2000,30-Mar-25,12,5,20
1636,Pune,Pune,Banana,Other,Local,500,2000,30-May-25,12,5,20
1637,Pune,Pune,Banana,Other,Local,500,2000,31-Mar-25,12,5,20
1638,Pune,Pune,Banana,Other,Local,500,2100,8-Jun-25,13,5,21
1639,Pune,Pune,Banana,Other,Local,500,2500,1-Jun-25,15,5,25
1640,Pune,Pune,Banana,Other,Local,500,2500,4-Jun-25,15,5,25
1641,Pune,Pune,Banana,Other,Local,500,2500,6-Mar-25,15,5,25
1642,Pune,Pune,Banana,Other,Local,500,2500,7-Mar-25,15,5,25
1643,Pune,Pune,Banana,Other,Local,500,2500,10-Mar-25,15,5,25
1644,Pune,Pune,Banana,Other,Local,500,2500,11-Mar-25,15,5,25
1645,Pune,Pune,Banana,Other,Local,500,2500,12-Mar-25,15,5,25
1646,Pune,Pune,Banana,Other,Local,500,2500,13-Mar-25,15,5,25
1647,Pune,Pune,Banana,Other,Local,500,2500,14-Mar-25,15,5,25
1648,Pune,Pune,Banana,Other,Local,500,2500,16-Mar-25,15,5,25
1649,Pune,Pune,Banana,Other,Local,500,2500,17-Mar-25,15,5,25
1650,Pune,Pune,Banana,Other,Local,500,2500,18-Mar-25,15,5,25
1651,Pune,Pune,Banana,Other,Local,500,2500,19-Mar-25,15,5,25
1652,Pune,Pune,Banana,Other,Local,500,2500,20-Mar-25,15,5,25
1653,Pune,Pune,Banana,Other,Local,500,2500,21-Mar-25,15,5,25
1654,Pune,Pune,Banana,Other,Local,500,2500,23-Mar-25,15,5,25
1655,Pune,Pune,Banana,Other,Local,500,2500,24-Mar-25,15,5,25
1656,Pune,Pune,Banana,Other,Local,500,2500,25-Mar-25,15,5,25
1657,Pune,Pune,Banana,Other,Local,500,2500,26-Mar-25,15,5,25
1658,Pune,Pune,Banana,Other,Local,500,2500,28-Mar-25,15,5,25
1659,Pune,Pune,Banana,Other,Local,500,2500,28-May-25,15,5,25
1660,Pune,Pune,Banana,Other,Local,600,1400,6-Feb-25,10,6,14
1661,Pune,Pune,Banana,Other,Local,700,1200,21-Apr-25,9,7,12
1662,Pune,Pune,Banana,Other,Local,800,1200,1-Nov-24,10,8,12
1663,Pune,Pune,Banana,Other,Local,800,1200,2-Jan-25,10,8,12
1664,Pune,Pune,Banana,Other,Local,800,1200,3-Nov-24,10,8,12
1665,Pune,Pune,Banana,Other,Local,800,1200,5-Dec-24,10,8,12
1666,Pune,Pune,Banana,Other,Local,800,1200,5-Jan-25,10,8,12
1667,Pune,Pune,Banana,Other,Local,800,1200,5-Nov-24,10,8,12
1668,Pune,Pune,Banana,Other,Local,800,1200,6-Nov-24,10,8,12
1669,Pune,Pune,Banana,Other,Local,800,1200,9-Dec-24,10,8,12
1670,Pune,Pune,Banana,Other,Local,800,1200,10-Dec-24,10,8,12
1671,Pune,Pune,Banana,Other,Local,800,1200,28-Oct-24,10,8,12
1672,Pune,Pune,Banana,Other,Local,800,1200,30-Dec-24,10,8,12
1673,Pune,Pune,Banana,Other,Local,800,1200,31-Oct-24,10,8,12
1674,Pune,Pune,Banana,Other,Local,800,1300,7-Nov-24,10,8,13
1675,Pune,Pune,Banana,Other,Local,800,1300,25-Dec-24,10,8,13
1676,Pune,Pune,Banana,Other,Local,800,1400,1-Jan-25,11,8,14
1677,Pune,Pune,Banana,Other,Local,800,1400,3-Dec-24,11,8,14
1678,Pune,Pune,Banana,Other,Local,800,1400,4-Dec-24,11,8,14
1679,Pune,Pune,Banana,Other,Local,800,1400,4-Nov-24,11,8,14
1680,Pune,Pune,Banana,Other,Local,800,1400,6-Dec-24,11,8,14
1681,Pune,Pune,Banana,Other,Local,800,1400,7-Jan-25,11,8,14
1682,Pune,Pune,Banana,Other,Local,800,1400,8-Dec-24,11,8,14
1683,Pune,Pune,Banana,Other,Local,800,1400,8-Nov-24,11,8,14
1684,Pune,Pune,Banana,Other,Local,800,1400,10-Jan-25,11,8,14
1685,Pune,Pune,Banana,Other,Local,800,1400,11-Dec-24,11,8,14
1686,Pune,Pune,Banana,Other,Local,800,1400,11-Oct-24,11,8,14
1687,Pune,Pune,Banana,Other,Local,800,1400,12-Jan-25,11,8,14
1688,Pune,Pune,Banana,Other,Local,800,1400,13-Dec-24,11,8,14
1689,Pune,Pune,Banana,Other,Local,800,1400,13-Oct-24,11,8,14
1690,Pune,Pune,Banana,Other,Local,800,1400,15-Oct-24,11,8,14
1691,Pune,Pune,Banana,Other,Local,800,1400,16-Dec-24,11,8,14
1692,Pune,Pune,Banana,Other,Local,800,1400,16-Oct-24,11,8,14
1693,Pune,Pune,Banana,Other,Local,800,1400,17-Oct-24,11,8,14
1694,Pune,Pune,Banana,Other,Local,800,1400,18-Nov-24,11,8,14
1695,Pune,Pune,Banana,Other,Local,800,1400,18-Oct-24,11,8,14
1696,Pune,Pune,Banana,Other,Local,800,1400,20-Dec-24,11,8,14
1697,Pune,Pune,Banana,Other,Local,800,1400,20-Oct-24,11,8,14
1698,Pune,Pune,Banana,Other,Local,800,1400,22-Dec-24,11,8,14
1699,Pune,Pune,Banana,Other,Local,800,1400,24-Dec-24,11,8,14
1700,Pune,Pune,Banana,Other,Local,800,1400,24-Nov-24,11,8,14
1701,Pune,Pune,Banana,Other,Local,800,1400,25-Nov-24,11,8,14
1702,Pune,Pune,Banana,Other,Local,800,1400,26-Nov-24,11,8,14
1703,Pune,Pune,Banana,Other,Local,800,1400,27-Nov-24,11,8,14
1704,Pune,Pune,Banana,Other,Local,800,1400,27-Oct-24,11,8,14
1705,Pune,Pune,Banana,Other,Local,800,1400,28-Nov-24,11,8,14
1706,Pune,Pune,Banana,Other,Local,800,1400,29-Oct-24,11,8,14
1707,Pune,Pune,Banana,Other,Local,800,1500,4-Feb-25,11,8,15
1708,Pune,Pune,Banana,Other,Local,800,1500,7-Feb-25,11,8,15
1709,Pune,Pune,Banana,Other,Local,800,1500,12-Dec-24,11,8,15
1710,Pune,Pune,Banana,Other,Local,800,1500,18-Dec-24,11,8,15
1711,Pune,Pune,Banana,Other,Local,800,1500,24-Jan-25,11,8,15
1712,Pune,Pune,Banana,Other,Local,800,1600,2-Dec-24,12,8,16
1713,Pune,Pune,Banana,Other,Local,800,1600,2-Feb-25,12,8,16
1714,Pune,Pune,Banana,Other,Local,800,1600,3-Feb-25,12,8,16
1715,Pune,Pune,Banana,Other,Local,800,1600,5-Feb-25,12,8,16
1716,Pune,Pune,Banana,Other,Local,800,1600,8-Jan-25,12,8,16
1717,Pune,Pune,Banana,Other,Local,800,1600,8-Sep-24,12,8,16
1718,Pune,Pune,Banana,Other,Local,800,1600,9-Jan-25,12,8,16
1719,Pune,Pune,Banana,Other,Local,800,1600,9-Oct-24,12,8,16
1720,Pune,Pune,Banana,Other,Local,800,1600,10-Sep-24,12,8,16
1721,Pune,Pune,Banana,Other,Local,800,1600,11-Nov-24,12,8,16
1722,Pune,Pune,Banana,Other,Local,800,1600,12-Nov-24,12,8,16
1723,Pune,Pune,Banana,Other,Local,800,1600,12-Sep-24,12,8,16
1724,Pune,Pune,Banana,Other,Local,800,1600,13-Sep-24,12,8,16
1725,Pune,Pune,Banana,Other,Local,800,1600,15-Jan-25,12,8,16
1726,Pune,Pune,Banana,Other,Local,800,1600,16-Jan-25,12,8,16
1727,Pune,Pune,Banana,Other,Local,800,1600,16-Sep-24,12,8,16
1728,Pune,Pune,Banana,Other,Local,800,1600,17-Jan-25,12,8,16
1729,Pune,Pune,Banana,Other,Local,800,1600,17-Nov-24,12,8,16
1730,Pune,Pune,Banana,Other,Local,800,1600,19-Dec-24,12,8,16
1731,Pune,Pune,Banana,Other,Local,800,1600,19-Feb-25,12,8,16
1732,Pune,Pune,Banana,Other,Local,800,1600,19-Jan-25,12,8,16
1733,Pune,Pune,Banana,Other,Local,800,1600,19-Nov-24,12,8,16
1734,Pune,Pune,Banana,Other,Local,800,1600,19-Sep-24,12,8,16
1735,Pune,Pune,Banana,Other,Local,800,1600,20-Feb-25,12,8,16
